DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Start Date,End Date,Duration (Days),Season
2009-0595-IND,No,nat-met-ext-col,Natural,Meteorological,3,6,GLIDE:CW-2010-000013,Dengue,IND,12,Southern Asia,0,"Srinagar city ('72808' district, '40424' Jammu and Kashmir province), Uttar Pradesh, Himachal Pradesh, Delhi, Bihar provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.1770855731051058,°C,0.11112317404147908,0.11843532489868315,Yangtze river,2010,1.0,2.0,2010,1.0,13.0,-0.03062882528332192,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,71.56359557518887,"[{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm2_code"":72808,""adm2_name"":""Administrative unit not available""}]",2010-08-04,2023-09-25,2010-01-02,2010-01-13,-0.03937410706806766,1
2009-0595-NPL,No,nat-met-ext-col,Natural,Meteorological,3,6,GLIDE:CW-2010-000013,Dengue,NPL,28,Southern Asia,0,"Saptari (Sagarmatha district, Eastern province), Bara (Narayani district, Central province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,°C,0.11112317404147908,0.11843532489868315,Yangtze river,2009,12.0,15.0,2010,1.0,16.0,-0.05080294376974846,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm2_code"":22353,""adm2_name"":""Narayani""},{""adm2_code"":22356,""adm2_name"":""Sagarmatha""}]",2010-01-13,2023-09-25,2009-12-15,2010-01-16,0.3592279055925413,1
2009-0606-PHL,No,nat-met-sto-tro,Natural,Meteorological,9,37,GLIDE:TC-2024-000161,Goni (Jolina),PHL,31,South-eastern Asia,0,"Panay area (Capiz district, Region VI (Western Visayas) province), Negros Occidental, Negros Oriental districts (Region VII (Central Visayas) province), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",Heavy rains,Flood,No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2009,8.0,1.0,2009,8.0,3.0,-0.05178704711054975,10.0,221412.0,3000.0,-0.08225621457426946,10000000.0,10411641.0,147000.0,199782.0,2888.0,4102.0,70.40886175693409,"[{""adm1_code"":67159,""adm1_name"":""Region IX (Zamboanga Peninsula)""},{""adm1_code"":67160,""adm1_name"":""Region X (Northern Mindanao)""},{""adm1_code"":67161,""adm1_name"":""Region XI (Davao Region)""},{""adm1_code"":67162,""adm1_name"":""Region XII (Soccsksargen)""},{""adm1_code"":67165,""adm1_name"":""Region III (Central Luzon)""},{""adm2_code"":24248,""adm2_name"":""Capiz""},{""adm2_code"":24251,""adm2_name"":""Negros Occidental""},{""adm2_code"":24254,""adm2_name"":""Negros Oriental""}]",2010-03-15,2023-09-25,2009-08-01,2009-08-03,-0.21020354106547148,3
2009-0608-NPL,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,NPL,28,Southern Asia,0,"Takdoo village (Bagmati district, Central province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.3890133069649434,-0.8231263190183327,Yangtze river,2009,7.0,26.0,2009,7.0,28.0,-0.04785063374734458,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm2_code"":22351,""adm2_name"":""Bagmati""}]",2010-03-05,2023-09-25,2009-07-26,2009-07-28,-0.21020354106547148,3
2009-0609-IND,No,nat-met-sto-tro,Natural,Meteorological,9,37,GLIDE:TC-2024-000161,Cyclone Phyan,IND,12,Southern Asia,0,"Gujarat, Madhya Pradesh, Maharashtra provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2009,11.0,11.0,2009,11.0,12.0,-0.05031089209934781,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,300000.0,426083.0,70.40886175693409,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""}]",2010-03-08,2023-09-25,2009-11-11,2009-11-12,-0.22918458928740526,4
2009-0610-MYS,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:FL-2009-000247,Dengue,MYS,24,South-eastern Asia,0,"Hulu Terengganu, Besut, Setiu, Dungun, Marang, Kemaman districts (Terengganu province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.05713719334831708,Km2,-2.768641981217239,0.3022865575946114,Yangtze river,2009,11.0,20.0,2009,11.0,27.0,-0.051048969604948785,44.0,9082.0,3000.0,-0.10598322373632374,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm2_code"":37463,""adm2_name"":""Besut""},{""adm2_code"":37464,""adm2_name"":""Dungun""},{""adm2_code"":37465,""adm2_name"":""Hulu Terengganu""},{""adm2_code"":37466,""adm2_name"":""Kemaman""},{""adm2_code"":37468,""adm2_name"":""Marang""},{""adm2_code"":37469,""adm2_name"":""Setiu""}]",2010-01-13,2023-09-25,2009-11-20,2009-11-27,-0.1152982999558027,4
2009-0611-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,VNM,47,South-eastern Asia,0,"Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue provinces",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,1068.0,0.4524616005076111,Km2,-1.3688990894546027,0.6848593432780503,Yangtze river,2009,9.0,25.0,2009,9.0,28.0,-0.051048969604948785,44.0,40000.0,3000.0,-0.10252842638644903,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2010-01-13,2023-09-25,2009-09-25,2009-09-28,-0.19122249284353773,4
2009-0612-LAO,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:FL-2009-000155,Dengue,LAO,22,South-eastern Asia,0,"Xebangfay, Nongbok, Mahaxay districts (Khammouan province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,1068.0,0.15295429133648716,Km2,-1.0066126939395676,0.4665360044516361,Yangtze river,2009,8.0,10.0,2009,8.0,11.0,-0.05277115045135105,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm2_code"":18666,""adm2_name"":""Mahaxay""},{""adm2_code"":18668,""adm2_name"":""Nongbok""},{""adm2_code"":18670,""adm2_name"":""Xebangfay""}]",2010-01-13,2023-09-25,2009-08-10,2009-08-11,-0.22918458928740526,3
2009-0613-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,"Panzhihua city (Panzhihua district, Sichuan Sheng province), Guizhou Sheng, Jiangxi Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,2.4822351968770375,Km2,0.7814902354395649,0.22252756693976064,Yangtze river,2009,7.0,26.0,2009,8.0,4.0,-0.05031089209934781,38.0,22200.0,3000.0,-0.10699380615537629,10000000.0,10411641.0,147000.0,199782.0,33000.0,46869.0,70.40886175693409,"[{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm2_code"":13257,""adm2_name"":""Panzhihua""}]",2010-03-05,2023-09-25,2009-07-26,2009-08-04,-0.07733620351193518,3
2009-0621-CHN,No,nat-met-sto-tro,Natural,Meteorological,9,37,GLIDE:TC-2024-000161,"Tropical cylone ""Goni""",CHN,6,Eastern Asia,0,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",Heavy rains,Flood,No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2009,8.0,1.0,2009,8.0,5.0,-0.05301717628655137,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,7000.0,9942.0,70.40886175693409,"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""}]",2010-01-15,2023-09-25,2009-08-01,2009-08-05,-0.17224144462160398,3
2009-0632-MNG,No,nat-met-ext-col,Natural,Meteorological,3,6,GLIDE:CW-2010-000010,Dengue,MNG,26,Eastern Asia,0,"Arxangai, Bayanxongor, Bayan-O'lgii, Govi-Altai, Dungdovi, To'v, O'mnogovi, O'vorxangai, Uvs, Zavxan, Xovd, Xo'vsgol provinces",Heavy rains,"Slide (land, mud, snow, rock)",Yes,Yes,Yes,1068.0,-0.1776277276161882,°C,0.11112317404147908,0.11843532489868315,Yangtze river,2009,12.0,15.0,2010,5.0,16.0,-0.05400127962735267,7.0,769106.0,3000.0,-0.021056867418883417,10000000.0,10411641.0,147000.0,199782.0,62000.0,88057.0,70.40886175693409,"[{""adm1_code"":2075,""adm1_name"":""Arxangai""},{""adm1_code"":2076,""adm1_name"":""Bayan-O'lgii""},{""adm1_code"":2077,""adm1_name"":""Bayanxongor""},{""adm1_code"":2083,""adm1_name"":""Dundgovi""},{""adm1_code"":2085,""adm1_name"":""Govi-Altai""},{""adm1_code"":2087,""adm1_name"":""Xovd""},{""adm1_code"":2088,""adm1_name"":""Xo'vsgol""},{""adm1_code"":2089,""adm1_name"":""O'mnogovi""},{""adm1_code"":2091,""adm1_name"":""O'vorxangai""},{""adm1_code"":2094,""adm1_name"":""To'v""},{""adm1_code"":2096,""adm1_name"":""Uvs""},{""adm1_code"":2097,""adm1_name"":""Zavxan""}]",2014-05-12,2023-09-25,2009-12-15,2010-05-16,2.6369536922245924,1
2009-0636-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,"Hunan Sheng, Guizhou Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2009,6.0,7.0,2009,6.0,9.0,-0.05129499544014911,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,281000.0,399097.0,70.40886175693409,"[{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""}]",2010-08-04,2023-09-25,2009-06-07,2009-06-09,-0.21020354106547148,3
2009-0638-IND,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,IND,12,Southern Asia,0,"Darbhanga, Purnia, Sitamarhi, Saharsa, Madhubani districts (Bihar province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2009,8.0,26.0,2009,8.0,28.0,-0.042438065372937456,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm2_code"":17598,""adm2_name"":""Darbhanga""},{""adm2_code"":17611,""adm2_name"":""Madhubani""},{""adm2_code"":17621,""adm2_name"":""Purnia""},{""adm2_code"":17624,""adm2_name"":""Saharsa""},{""adm2_code"":17630,""adm2_name"":""Sitamarhi""}]",2010-03-05,2023-09-25,2009-08-26,2009-08-28,-0.21020354106547148,3
2009-0640-IND,No,nat-met-sto-sev,Natural,Meteorological,9,31,GLIDE:TC-2024-000161,Dengue,IND,12,Southern Asia,0,Uttar Pradesh province,Heavy rains,Hail,No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2009,5.0,11.0,2009,5.0,11.0,-0.04735858207694393,23.0,22200.0,3000.0,-0.10699548226509387,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2010-07-16,2023-09-25,2009-05-11,2009-05-11,-0.248165637509339,2
2009-0641-IND,No,nat-met-sto-sev,Natural,Meteorological,9,31,GLIDE:TC-2024-000161,Dengue,IND,12,Southern Asia,0,Uttar Pradesh province,Heavy rains,Flood,No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2009,6.0,7.0,2009,6.0,7.0,-0.05031089209934781,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2010-03-08,2023-09-25,2009-06-07,2009-06-07,-0.248165637509339,3
2009-0642-CHN,No,nat-met-sto-sev,Natural,Meteorological,9,31,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,Chongqing Shi province,Heavy rains,"Flood|Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2009,8.0,2.0,2009,8.0,8.0,-0.05252512461615073,44.0,22200.0,50000.0,-0.10141101990806276,10000000.0,10411641.0,147000.0,199782.0,108000.0,153390.0,70.40886175693409,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""}]",2010-03-08,2023-09-25,2009-08-02,2009-08-08,-0.13427934817773646,3
2009-0658-JPN,No,nat-met-ext-hea,Natural,Meteorological,3,15,GLIDE:TC-2024-000161,Dengue,JPN,17,Eastern Asia,0,All country,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,°C,0.11112317404147908,0.11843532489868315,Yangtze river,2009,7.0,15.0,2009,7.0,16.0,-0.05129499544014911,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1652,""adm1_name"":""Akita""},{""adm1_code"":1653,""adm1_name"":""Aomori""},{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1655,""adm1_name"":""Hukui""},{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1657,""adm1_name"":""Hukusima""},{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1659,""adm1_name"":""Gunma""},{""adm1_code"":1660,""adm1_name"":""Hirosima""},{""adm1_code"":1661,""adm1_name"":""Hokkaidoo""},{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1664,""adm1_name"":""Isikawa""},{""adm1_code"":1665,""adm1_name"":""Iwate""},{""adm1_code"":1666,""adm1_name"":""Kagawa""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1668,""adm1_name"":""Kanagawa""},{""adm1_code"":1669,""adm1_name"":""Kooti""},{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1671,""adm1_name"":""Kyooto""},{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1673,""adm1_name"":""Miyagi""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1677,""adm1_name"":""Nara""},{""adm1_code"":1678,""adm1_name"":""Niigata""},{""adm1_code"":1679,""adm1_name"":""Ooita""},{""adm1_code"":1680,""adm1_name"":""Okayama""},{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1682,""adm1_name"":""Oosaka""},{""adm1_code"":1683,""adm1_name"":""Saga""},{""adm1_code"":1684,""adm1_name"":""Saitama""},{""adm1_code"":1685,""adm1_name"":""Siga""},{""adm1_code"":1686,""adm1_name"":""Simane""},{""adm1_code"":1687,""adm1_name"":""Sizuoka""},{""adm1_code"":1688,""adm1_name"":""Totigi""},{""adm1_code"":1689,""adm1_name"":""Tokusima""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""},{""adm1_code"":1691,""adm1_name"":""Tottori""},{""adm1_code"":1692,""adm1_name"":""Toyama""},{""adm1_code"":1693,""adm1_name"":""Tiba""},{""adm1_code"":1694,""adm1_name"":""Wakayama""},{""adm1_code"":1695,""adm1_name"":""Yamagata""},{""adm1_code"":1696,""adm1_name"":""Yamaguti""},{""adm1_code"":1697,""adm1_name"":""Yamanasi""}]",2010-07-27,2024-02-06,2009-07-15,2009-07-16,-0.22918458928740526,3
2009-9283-CHN,No,nat-cli-dro-dro,Natural,Climatological,0,7,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,"Chaiyang, Fuxin, Jinzhou, Huludao districts (Liaoning Sheng province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2009,6.0,15.0,2009,7.0,16.0,-0.051048969604948785,44.0,160000.0,3000.0,-0.08911954864581366,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm2_code"":13183,""adm2_name"":""Jinzhou""},{""adm2_code"":13185,""adm2_name"":""Fuxin""},{""adm2_code"":13189,""adm2_name"":""Chaoyang""},{""adm2_code"":13190,""adm2_name"":""Huludao""}]",2009-12-03,2023-09-25,2009-06-15,2009-07-16,0.3402468573706075,3
2009-9323-BGD,No,nat-cli-dro-dro,Natural,Climatological,0,7,GLIDE:TC-2024-000161,Dengue,BGD,3,Southern Asia,0,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2009,7.0,15.0,2009,8.0,16.0,-0.051048969604948785,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,70.40886175693409,"[{""adm1_code"":575,""adm1_name"":""Barisal""},{""adm1_code"":576,""adm1_name"":""Chittagong""},{""adm1_code"":577,""adm1_name"":""Dhaka""},{""adm1_code"":578,""adm1_name"":""Khulna""},{""adm1_code"":580,""adm1_name"":""Sylhet""},{""adm1_code"":61362,""adm1_name"":""Rajshahi""},{""adm1_code"":61363,""adm1_name"":""Rangpur""}]",2009-12-08,2023-09-25,2009-07-15,2009-08-16,0.3592279055925413,3
